class,label,concept
railway station,0,several smaller platforms along the sides
railway station,0,several ticket counters and a waiting area inside the building
railway station,0,several ticket counters and a waiting room
railway station,0,several ticket offices and a waiting room
railway station,0,several tracks leading into and out of the station
railway station,0,several trees and bushes around the building
railway station,0,several windows along the length of the building
railway station,0,several windows along the length of the scene
railway station,0,several windows along the sides of the scene
railway station,0,several windows on the front of the building
railway station,0,shadows from the surrounding buildings
railway station,0,"shaped like a long, thin rectangle"
railway station,0,shaped like a rectangle
railway station,0,short sides are perpendicular to the long sides
railway station,0,sides are made of concrete
railway station,0,sign above entrance to the station
railway station,0,signs in the station telling you where to go
railway station,0,single track running through the middle
railway station,0,sits on a large piece of property that is mostly green
railway station,0,situated in a rural area
railway station,0,situated in the middle of the city
railway station,0,sky is clear and blue
railway station,0,small garden near the entrance
railway station,0,small park in front
railway station,0,small station
railway station,0,"small, dark area on the roof of the station"
railway station,0,"small, rectangular building"
railway station,0,"small, rectangular building with a scene in front of it"
railway station,0,smaller
railway station,0,"smaller structures include a ticket office, a waiting room, and a restaurant"
railway station,0,some tracks being closer together than others
railway station,0,space for several hundred vehicles
railway station,0,staff is friendly and helpful
railway station,0,staircase leading down to the street
railway station,0,staircases leading up to the main entrance of the station
railway station,0,stairs leading up them
railway station,0,station also has a car park and a drop-off/pick-up point
railway station,0,station building at one end of the platform
railway station,0,station building is located at one end of the platform
railway station,0,station building is located at one end of the tracks
railway station,0,station has a canteen and a bookstore
railway station,0,station has a long and wide main concourse
railway station,0,station has a main building in the middle
railway station,0,station has several tracks leading to different platforms
railway station,0,station is connected to the city by a scene
railway station,0,station is connected to the city by a tunnel
railway station,0,station is connected to the city's public transportation system
railway station,0,station is in the middle of the town
railway station,0,station is located in the center of the city
railway station,0,station is located in the center of the town
railway station,0,station is located in the middle of a park
railway station,0,station is located near a scene
railway station,0,station is next to a scene
railway station,0,stretches out in front of the building
railway station,0,strong security presence
railway station,0,suburban area
railway station,0,sun is shining
railway station,0,supported by a series of columns
railway station,0,surrounded by a busy road
railway station,0,surrounded by a busy street
railway station,0,surrounded by a car park
railway station,0,surrounded by a car park and a taxi rank
railway station,0,surrounded by a fence
railway station,0,"surrounded by a fence, which is a light color"
railway station,0,surrounded by a large number of trees
railway station,0,surrounded by a large scene and a busy road
railway station,0,surrounded by a metal fence
railway station,0,surrounded by a red fence
railway station,0,surrounded by a scene
railway station,0,surrounded by a scene and a few trees
railway station,0,"surrounded by a scene and a large, open field"
railway station,0,"surrounded by a tall, metal fence that is a dull silver color"
railway station,0,surrounded by green grass and trees
railway station,0,surrounded by high-rise buildings and busy streets
railway station,0,surrounded by scenes and other buildings
railway station,0,surrounded by tall buildings
railway station,0,surrounded by trees
railway station,0,surrounded by trees and green space
railway station,0,surrounded by trees and other vegetation
railway station,0,tall buildings all around it
railway station,0,taxi rank and a bus stop directly outside the station
railway station,0,taxis parked nearby
railway station,0,the ends of the short sides
railway station,0,the sides are lined withplatforms
railway station,0,the tracks lead away from the station
railway station,0,there are a few scene crossing over the tracks
railway station,0,there are a lot of people and cars around it
railway station,0,there are a number of other buildings nearby
railway station,0,there are a number of platforms at the front of the building
railway station,0,there are also a number of smaller buildings and structures scattered around the site
railway station,0,there are four platforms
railway station,0,there are people coming and going inside the station
railway station,0,there are several platforms
railway station,0,there are several platforms with canopies
railway station,0,there are several sets of tracks
railway station,0,there are two sets of tracks
railway station,0,"there are two sets of tracks, one on each side of the platform"
railway station,0,there are two tracks
railway station,0,there are two tracks leading up to the station
railway station,0,"there is a clock tower on the front, and a sign that reads ""r"
railway station,0,ticket booths
railway station,0,ticket counter along one wall of the lobby
railway station,0,ticket office and a waiting room
railway station,0,ticket office and travel centre
railway station,0,ticket office and waiting room
railway station,0,ticket office at the end
railway station,0,tile floor
railway station,0,track running down the middle
railway station,0,track running through the middle
railway station,0,train track running behind the station
railway station,0,trains are big
railway station,0,trains coming and going at all hours of the day
railway station,0,trains pulling in and out of the station
railway station,0,trees and bushes around the scene
railway station,0,trees and bushes around the station
railway station,0,trees and bushes dotted around the car park
railway station,0,trees and bushes nearby
railway station,0,trees and other vegetation around the station
railway station,0,trees and shrubs along the perimeter of the field
railway station,0,trees and shrubs around the building
railway station,0,trees on either side of the rectangle
railway station,0,"two large, black doors in the front of the scene"
railway station,0,two lights on the front of the scene
railway station,0,two long and parallel main platform tracks
railway station,0,two long sides and two short sides
railway station,0,two main buildings
railway station,0,two main platforms
railway station,0,two of the corners are at the ends of the long sides
railway station,0,two on each side of the building
railway station,0,two on each tower
railway station,0,two platforms inside the building
railway station,0,"two platforms, one on each side of the tracks"
railway station,0,two red towers on the roof of the scene
railway station,0,two sets of doors on the front of the scene
railway station,0,two sets of double doors at the
railway station,0,two sets of double doors at the front of the building
railway station,0,two sets of double doors leading into the station
railway station,0,two sets of tracks in front of the scene
railway station,0,two sets of tracks running in front of the building
railway station,0,two side platforms
railway station,0,two towers at the front
railway station,0,two towers at the front of the building
railway station,0,two tracks running in front of the station
railway station,0,two wings extending out from either side
railway station,0,various shades of green
railway station,0,vending machines
railway station,0,very busy
railway station,0,very busy scene
railway station,0,very busy scene with a lot of activity
railway station,0,very busy station
railway station,0,very clean and well-kept
railway station,0,very exciting to watch the trains come and go
railway station,0,very fast
railway station,0,very old
railway station,0,wait for your train in the rain
railway station,0,waiting area of the station
railway station,0,waiting area with benches and a waiting area
railway station,0,waiting area with benches and stools
railway station,0,walls are made of white stone
railway station,0,weathered grey
railway station,0,well connected to the city's public transport network
railway station,0,well lit
railway station,0,well-lit
railway station,0,well-lit and clean
railway station,0,well-lit and well-signposted
railway station,0,"well-lit, both inside and out"
railway station,0,well-maintained and clean
railway station,0,white façade with large windows
railway station,0,white walls
railway station,0,white with gray trim
railway station,0,wide track between them
railway station,0,"wide, central concourse area with a ticket office and waiting area"
railway station,0,windows all around the building
railway station,0,windows are a dark brown
railway station,0,windows are tinted a light blue
railway station,0,windows on all sides of the station
railway station,0,windows or skylights
railway station,0,yellow line painted down the middle
airplane,1,a variety of other markings on the scene
airplane,1,almost like a ghost in the scene
airplane,1,almost like a mirror in the sun
airplane,1,"at an altitude of approximately 35,000 feet"
airplane,1,attached propellers that are attached to the engines
airplane,1,attached to the back of the scene
airplane,1,attached to the body in a v-shaped
airplane,1,attached to the body of the scene
airplane,1,attached to the body of the scene in a v-shaped
airplane,1,attached to the bottom of the scene
airplane,1,attached to the main body of the scene
airplane,1,attached to the sides of the body
airplane,1,attached to the sides of the scene
airplane,1,baby blue color
airplane,1,back of the scene is round
airplane,1,background is mostly blue
airplane,1,barely visible
airplane,1,barely visible against the background of the sky
airplane,1,"barely visible, but it is there"
airplane,1,beautiful color
airplane,1,"beautiful color, like the sky on a clear day"
airplane,1,beautiful machine
airplane,1,beautiful sight
airplane,1,beautiful white color
airplane,1,blue color
airplane,1,blue sky
airplane,1,body is curved and cylindrical
airplane,1,body is painted white
airplane,1,body is short and curved
airplane,1,body is sleek
airplane,1,body is slender and streamlined
airplane,1,body is straight
airplane,1,body of the scene is long and thin
airplane,1,boeing 747
airplane,1,bottom has panels
airplane,1,bottom of the scene is flat
airplane,1,bright blue
airplane,1,bright white
airplane,1,bright white color
airplane,1,carrying passengers
airplane,1,color can also be affected by the weather
airplane,1,color can vary depending on the lighting conditions
airplane,1,color changes depending on the angle of the sun and the satellite
airplane,1,color depends on how dirty it is
airplane,1,color helps it to blend in with the sky
airplane,1,color is affected by the angle of the sun
airplane,1,color is due to its reflective surface
airplane,1,color is not affected by the sun
airplane,1,color is similar to that of a scene
airplane,1,color is slightly different on the underside
airplane,1,color is very bright
airplane,1,color is very clean
airplane,1,color is very dark
airplane,1,color is very dull
airplane,1,color is very glossy
airplane,1,color is very light
airplane,1,color is very matte
airplane,1,color is very metallic
airplane,1,color is very reflective
airplane,1,color is very reflective and shiny
airplane,1,color is very sharp
airplane,1,color is very sleek
airplane,1,color is very uniform
airplane,1,color makes it visible from a distance
airplane,1,commercial scene
airplane,1,common form of transportation for people and cargo
airplane,1,company logo or registration number
airplane,1,control tower on the top of the main body
airplane,1,dark color
airplane,1,deep blue
airplane,1,deep blue color
airplane,1,designed to fly through the air at high speeds
airplane,1,"dull gray, like a rock"
airplane,1,duller silver color
airplane,1,each has a large propeller
airplane,1,expected to land safely
airplane,1,exquisite white color
airplane,1,extend out from the main body of the scene
airplane,1,flaps and ailerons on the wings
airplane,1,flaps are up
airplane,1,flaps on the wings used for landing and takeoff
airplane,1,fluffy and white
airplane,1,flying at a constant speed
airplane,1,flying at a high altitude
airplane,1,flying faster than the scene
airplane,1,flying from left to right across the image
airplane,1,flying from one scene to another
airplane,1,flying high above the scene
airplane,1,flying high in the sky
airplane,1,flying in a clear area of the sky
airplane,1,flying in a clear atmosphere
airplane,1,flying in a clear sky
airplane,1,flying in a figure-eight pattern
airplane,1,flying in a large circle
airplane,1,flying in a straight line
airplane,1,flying in a zig - pattern
airplane,1,flying in clear weather
airplane,1,flying in the jet stream
airplane,1,flying in the opposite direction of the sun
airplane,1,flying in the same direction as the wind
airplane,1,flying in the sky
airplane,1,flying in the stratosphere
airplane,1,flying in the upper atmosphere
airplane,1,flying in the upper troposphere
airplane,1,flying over a body of water
airplane,1,flying over a city
airplane,1,flying over a green and brown landscape
airplane,1,flying over a ocean
airplane,1,flying over a region of scene
airplane,1,flying over a scene
airplane,1,flying over a scene
airplane,1,flying over a scene
airplane,1,flying over an ocean
airplane,1,flying over land
airplane,1,flying smoothly and steadily
airplane,1,flying through the air
airplane,1,flying through the air at a high altitude
airplane,1,flying through the scene
airplane,1,flying through the sky
airplane,1,following a predictable pattern
airplane,1,following a set flight path
airplane,1,"four engines, two on each wing"
airplane,1,"front is pointed, and the back is rounded"
airplane,1,fuselage
airplane,1,fuselage is cylindrical in shape
airplane,1,getting smaller and smaller as it flies away
airplane,1,getting smaller as it flies away from the satellite
airplane,1,getting smaller as it moves away
airplane,1,getting smaller as it moves away from the camera
airplane,1,gliding through the air effortlessly
airplane,1,glorious white color
airplane,1,goes up into the sky
airplane,1,going very fast
airplane,1,graceful shape
airplane,1,has a pointed nose and a long tail
airplane,1,has a tail
airplane,1,has two engines
airplane,1,have a slight curve
airplane,1,heading in a straight line
airplane,1,heading towards its destination
airplane,1,heading towards the east
airplane,1,heading towards the edge of the image
airplane,1,heading towards the horizon
airplane,1,heading towards the scene
airplane,1,heading towards the sun
airplane,1,high altitude
airplane,1,"hints of other colors like white, blue, and red"
airplane,1,horizontal stabilizer at the top
airplane,1,image shows the scene flying over a city
airplane,1,image shows the scene in the process of turning
airplane,1,impressive sight
airplane,1,it is reflecting brightly
airplane,1,landing gear beneath the body
airplane,1,landing gear extends down from the body
airplane,1,landing gear is down
airplane,1,landing gear is located beneath the fuselage
airplane,1,landing gear is located underneath the body
airplane,1,landing gear is underneath the body
airplane,1,large and imposing
airplane,1,large and white with a long body and wings
airplane,1,large door on the side of the body
airplane,1,large metal object that is very reflective
airplane,1,"large, metal object with a long body and wings"
airplane,1,"large, metal object with wings"
airplane,1,"large, open area of land"
airplane,1,leaves a big trail behind it
airplane,1,leaving a contrail behind it
airplane,1,leaving a long trail behind it
airplane,1,leaving a spiral trail behind it
airplane,1,"leaving a thin, white trail behind it as it flies"
airplane,1,leaving a trail of scene behind it
airplane,1,leaving a white trail behind it
airplane,1,like a storm scene
airplane,1,like the ocean on a sunny day
airplane,1,like the snow on a winter day
airplane,1,like the sun
airplane,1,located at the back of the scene near the tail
airplane,1,located at the front of the fuselage
airplane,1,located beneath the main body of the scene
airplane,1,located underneath the body
airplane,1,long and curved
airplane,1,long and pointy
airplane,1,long and skinny
airplane,1,long and slender shape
airplane,1,long and thin
airplane,1,long and thin object
airplane,1,long body
airplane,1,long scene in order to take off and land
airplane,1,long tail with a point at the end
airplane,1,"long, slender body"
airplane,1,"long, slender object with wings that protrude from its sides"
airplane,1,"long, thin body with a pointy nose"
airplane,1,"long, thin object with wings attached to the main body"
airplane,1,"long, thin tail that sticks out from the back"
airplane,1,"long, white trail behind it as it flies"
airplane,1,look like gliding through the sky
airplane,1,looks fast and aerodynamic
airplane,1,looks like it is going to land soon
airplane,1,looks like it is going very fast
airplane,1,looks very calm and peaceful from the satellite
airplane,1,looks very clean and well-maintained
airplane,1,looks very new
airplane,1,looks very small
airplane,1,looks very small from the satellite
airplane,1,low-wing design
airplane,1,made of metal
airplane,1,magnificent white color
airplane,1,main body is elongated
airplane,1,majestic white color
airplane,1,make it look very bright
airplane,1,many small windows along its sides
airplane,1,mode of transportation
airplane,1,most likely a commercial airliner
airplane,1,mostly cylindrical in shape
airplane,1,mostly silver
airplane,1,"mostly white, with some gray and blue markings"
airplane,1,moving quickly
airplane,1,moving very fast
airplane,1,navy blue color
airplane,1,northwesterly direction
airplane,1,nose
airplane,1,nose is pointed
airplane,1,nose is pointy
airplane,1,nose is short and curved
airplane,1,nose is slightly pointed
airplane,1,nose of the scene is pointed
airplane,1,nose of the scene is pointed and slightly upturned
airplane,1,nose pointing towards the sky
airplane,1,nose that is pointy
airplane,1,nose that points forward
airplane,1,not blocking the view of the scene
airplane,1,not deviating from its course
airplane,1,not encountering any turbulence
airplane,1,not experiencing any problems
airplane,1,not making any turns
airplane,1,not turning
airplane,1,old
airplane,1,on course
airplane,1,on schedule
airplane,1,overhead bins for storing luggage
airplane,1,painted white or silver
airplane,1,plane is landing at the scene
airplane,1,pointed nose and a tail
airplane,1,pointed nose and small windows
airplane,1,pointed nose and two wings
airplane,1,pointy and curved
airplane,1,pointy nose
airplane,1,popular color among aircraft enthusiasts
airplane,1,popular color for scene
airplane,1,powered by jet fuel
airplane,1,probably carrying many passengers
airplane,1,quickly dissipating
airplane,1,ready to take off
airplane,1,reflecting a lot of light from the sun
airplane,1,reflecting light off its body
airplane,1,reflecting the colors of the sky and the sun
airplane,1,reminds us of the possibilities that life has to offer
airplane,1,resplendent white color
airplane,1,restroom and a galley
airplane,1,royal blue color
airplane,1,satellite can see the scene wings and tail
airplane,1,scene day
airplane,1,scene has two engines
airplane,1,"scene has two engines, one on each side"
airplane,1,"scene has two engines, one on each wing"
airplane,1,scene has two wings
airplane,1,scene has two wings and four engines
airplane,1,scene in the sky
airplane,1,scene is at a high altitude
airplane,1,scene is in the scene
airplane,1,scene might look darker than usual
airplane,1,"series of small, evenly spaced lights"
airplane,1,several rows of seats inside
airplane,1,several windows along the body
airplane,1,several windows along the body of the scene
airplane,1,several windows along the sides of the scene
airplane,1,"shaped like a long, thin tube"
airplane,1,shining gold
airplane,1,shining in the sun
airplane,1,shining off its metal body
airplane,1,shining off its wings
airplane,1,shining off of it
airplane,1,shining off of the scene
