class,label,concept
apply eye makeup,0,apply the eyeshadow to the eyelid
apply eye makeup,0,apply your chosen eye shadow to your eyelids
apply eye makeup,0,applying eye makeup
apply eye makeup,0,applying eye makeup can be a very enjoyable and satisfying experience
apply eye makeup,0,"applying eye makeup can be done with a brush, cotton swab, or"
apply eye makeup,0,applying eyeliner to their lash line
apply eye makeup,0,applying eyeliner to their upper eyelid
apply eye makeup,0,applying eyeshadow to their brow bone
apply eye makeup,0,applying eyeshadow to their eyelid
apply eye makeup,0,applying eyeshadow to their eyelids
apply eye makeup,0,applying eyeshadow to their lower lash line
apply eye makeup,0,applying liner to their waterline
apply eye makeup,0,applying lip gloss or lipstick to finish their look
apply eye makeup,0,applying mascara to their eyelashes
apply eye makeup,0,applying mascara to their lashes
apply eye makeup,0,applying mascara to their lower lashes
apply eye makeup,0,applying shadow to their lower lash line
apply eye makeup,0,begin applying the makeup to their eyelids
apply eye makeup,0,being careful not to get any product in their eyes
apply eye makeup,0,blend concepts from sentence
apply eye makeup,0,blend everything together for a seamless finish
apply eye makeup,0,blend the color
apply eye makeup,0,blend the colors together
apply eye makeup,0,blend the colors together with a fluffy brush
apply eye makeup,0,blend the eyeshadow
apply eye makeup,0,blend the two colors together
apply eye makeup,0,blending it in
apply eye makeup,0,blending it upwards and outwards to create depth
apply eye makeup,0,"blending product to create a smooth, even look"
apply eye makeup,0,blending the eyeliner
apply eye makeup,0,blending the eyeshadow
apply eye makeup,0,blending the eyeshadow with a brush
apply eye makeup,0,blending the shadow in their crease
apply eye makeup,0,blink a few times to make sure the makeup looks natural
apply eye makeup,0,blink a few times to make sure the mascara is evenly distributed
apply eye makeup,0,blush on their cheeks
apply eye makeup,0,brush a light layer of powder over their face to set the makeup
apply eye makeup,0,brush is then applied to the eyelid in a sweeping motion
apply eye makeup,0,brush the eyeshadow onto their eyelid
apply eye makeup,0,check everything in the mirror to make sure it looks perfect
apply eye makeup,0,check to see if they need to put on more eyeliner
apply eye makeup,0,check to see if they need to put on more mascara
apply eye makeup,0,checking reflection to make sure they are happy
apply eye makeup,0,checking their reflection in the mirror
apply eye makeup,0,checking their work in the mirror
apply eye makeup,0,choose a color of eyeshadow
apply eye makeup,0,choose eyeshadow colors
apply eye makeup,0,choose the color of eyeshadow you would like to use
apply eye makeup,0,clean and free of any oils or makeup before beginning
apply eye makeup,0,clean and moisturized
apply eye makeup,0,clean face
apply eye makeup,0,clean up any eyeshadow that may have fallen below your eyes
apply eye makeup,0,clean up any mistakes
apply eye makeup,0,"clean, dry face"
apply eye makeup,0,close their eyes and make any final adjustments
apply eye makeup,0,close to a mirror
apply eye makeup,0,coat them evenly
apply eye makeup,0,complete
apply eye makeup,0,"complete look, add a touch of lip gloss or lipstick"
apply eye makeup,0,concealer to cover any dark circles or blemishes
apply eye makeup,0,concealer to cover up any blemishes or dark circles
apply eye makeup,0,concealer to cover up any blemishes or dark circles under their eyes
apply eye makeup,0,contour their cheekbones
apply eye makeup,0,cotton swab to remove any excess makeup
apply eye makeup,0,cotton swab to remove any excess mascara
apply eye makeup,0,cotton swab to remove any excess product from around the eye
apply eye makeup,0,create a smoky effect
apply eye makeup,0,curl lashes and apply mascara
apply eye makeup,0,curling eyelashes to give them a more dramatic look
apply eye makeup,0,curling their lashes
apply eye makeup,0,dark eyeshadow on the lid
apply eye makeup,0,darker shade in the crease of your eyelid
apply eye makeup,0,darker shadow along their crease
apply eye makeup,0,delicately trace a line of black eyeliner along their upper lash line
apply eye makeup,0,"different colors of eye makeup, depending on the look they are trying to achieve"
apply eye makeup,0,dip the brush into a pot of black eyeliner and then apply it to their upper
apply eye makeup,0,dip the brush into an eyeshadow palette
apply eye makeup,0,dip the brush into the eyeshadow
apply eye makeup,0,dip the brush into the product
apply eye makeup,0,done
apply eye makeup,0,dry them thoroughly
apply eye makeup,0,extract concepts from sentence
apply eye makeup,0,eyes stand out and look defined
apply eye makeup,0,false lashes can also be applied
apply eye makeup,0,false lashes for a dramatic look
apply eye makeup,0,false lashes for a more dramatic look
apply eye makeup,0,false lashes if desired
apply eye makeup,0,fill in any sparse areas with a pencil or powder
apply eye makeup,0,"finally, they may apply some false lashes or individual lashes for extra drama"
apply eye makeup,0,"finally, they open their eyes and admire their work"
apply eye makeup,0,find a well-lit area to apply your makeup
apply eye makeup,0,finish
apply eye makeup,0,finish by adding a touch of blush
apply eye makeup,0,finish by applying a coat or two of mascara to their lashes
apply eye makeup,0,finish by applying a lip gloss or lipstick
apply eye makeup,0,finish by applying mascara to the top and bottom lashes
apply eye makeup,0,finish by applying mascara to the upper and lower lashes
apply eye makeup,0,finish by applying mascara to their lashes
apply eye makeup,0,finish off by applying some eyeliner to their lower lash line
apply eye makeup,0,finish off the look
apply eye makeup,0,finish off the look by applying mascara to their lashes
apply eye makeup,0,finish off the look by applying mascara to your upper and lower lashes
apply eye makeup,0,finish off the look with a swipe of lip gloss or lipstick
apply eye makeup,0,finish the look
apply eye makeup,0,finish the look by applying a small amount of setting powder to your eyelids
apply eye makeup,0,"finish the look, apply eyeliner and mascara"
apply eye makeup,0,"finish the look, apply mascara to the top and bottom lashes"
apply eye makeup,0,finish up by applying a coat of clear or colored mascara
apply eye makeup,0,finish with a lip color of their choice
apply eye makeup,0,finish with mascara
apply eye makeup,0,finish with mascara to help your lashes look longer and full
apply eye makeup,0,finished applying their makeup
apply eye makeup,0,"first step is to apply a base, such as a primer or foundation"
apply eye makeup,0,"first, the individual must gather all the necessary tools for applying eye makeup"
apply eye makeup,0,gather all of the supplies you will need
apply eye makeup,0,gather concepts from sentence
apply eye makeup,0,help stay in place
apply eye makeup,0,highlight brow bone with a lighter shade
apply eye makeup,0,highlight color on their brow bone
apply eye makeup,0,highlight the brow bone just under your eyebrows
apply eye makeup,0,highlight their brow bone and inner corner
apply eye makeup,0,highlight their eyebrows with a pencil or powder
apply eye makeup,0,holding a makeup brush
apply eye makeup,0,holding a small mirror in one hand and a makeup brush in the other
apply eye makeup,0,hypoallergenic formulas
apply eye makeup,0,light dusting of powder to set the makeup
apply eye makeup,0,"light, sweeping motion to apply makeup"
apply eye makeup,0,lighter shade of makeup on the brow bone
apply eye makeup,0,lighter shade on the brow bone
apply eye makeup,0,line their eyes
apply eye makeup,0,line their eyes with a pencil
apply eye makeup,0,line their lower lash line
apply eye makeup,0,line their upper and lower lash line
apply eye makeup,0,line upper and lower lash lines
apply eye makeup,0,line your eyes with a pencil or liquid liner
apply eye makeup,0,"line your eyes with eyeliner, using a pencil, liquid liner, or gel"
apply eye makeup,0,line your upper lash line
apply eye makeup,0,line your upper lash line with a pencil eyeliner
apply eye makeup,0,look in the mirror to make sure they are happy with the results
apply eye makeup,0,look like they are ready for their close-up!
apply eye makeup,0,looking at their reflection
apply eye makeup,0,looking in a mirror
apply eye makeup,0,looking in the mirror
apply eye makeup,0,make any final adjustments and then they are done
apply eye makeup,0,make any necessary adjustments
apply eye makeup,0,make them look long and thick
apply eye makeup,0,makeup on their face
apply eye makeup,0,makeup products laid out in front of them
apply eye makeup,0,making sure the makeup is evenly distributed
apply eye makeup,0,match skin tone
apply eye makeup,0,"may also apply mascara, eyeliner, and other products"
apply eye makeup,0,move on to the rest of their makeup
apply eye makeup,0,natural look
apply eye makeup,0,"next, they use a darker eyeshadow color in the crease of the eye."
apply eye makeup,0,"next, they use a darker eyeshadow in the crease of the eye."
apply eye makeup,0,no dirt or oil on the skin
apply eye makeup,0,"oil, or makeup must be removed from the face before starting the eye makeup application"
apply eye makeup,0,"once the eyeshadow is applied, they use an eyelash curler to curl their lashes"
apply eye makeup,0,one color or several colors of eyeshadow
apply eye makeup,0,open makeup bag and choose the products they will use
apply eye makeup,0,open their eyes wide
apply eye makeup,0,open up their eye shadow palette and choose the colors they want to use
apply eye makeup,0,open up their eyes
apply eye makeup,0,open up their makeup kit and take out their eye makeup products
apply eye makeup,0,open up your eye makeup kit and choose the products you want to use
apply eye makeup,0,opening their makeup bag and taking out their desired products
apply eye makeup,0,opening their makeup case and selecting the right colors for their eyes
apply eye makeup,0,pencil eyeliner to line their upper lash line
apply eye makeup,0,pencil eyeliner to line upper and lower lash line
apply eye makeup,0,pencil or liquid eyeliner to line their top and bottom lash line
apply eye makeup,0,"perfect, glamorous looking eyes"
apply eye makeup,0,person applying makeup will have a makeup brush in their hand
apply eye makeup,0,person begins by applying a light eyeshadow base all over the eyelid
apply eye makeup,0,person begins by applying a light layer of foundation all over their face in order to create
apply eye makeup,0,person begins by applying a light layer of foundation to even out the skin tone
apply eye makeup,0,person begins by opening their eyes wide and looking into the mirror
apply eye makeup,0,person begins by opening their makeup bag
apply eye makeup,0,person begins by opening their makeup kit
apply eye makeup,0,person begins by using a cotton swab to apply primer to their eyelid
apply eye makeup,0,person feels good about themselves when they are done
apply eye makeup,0,person is sitting in front of a mirror with a makeup brush in their hand
apply eye makeup,0,person is standing in front of a mirror
apply eye makeup,0,person may also use mascara to help make their eyelashes look longer and thicker
apply eye makeup,0,person may take their time to make sure the eye makeup is applied evenly
apply eye makeup,0,person sits in front of a mirror with a bright light
apply eye makeup,0,person sits in front of a mirror with good lighting
apply eye makeup,0,person sits or stands in front of a mirror
apply eye makeup,0,person takes a seat in front of a mirror
apply eye makeup,0,person then applies eyeliner to their upper and lower lash line
apply eye makeup,0,person then looks in the mirror to make sure the makeup looks good
apply eye makeup,0,person then steps back to examine their work and make any necessary adjustments
apply eye makeup,0,pick up a brush and dip it into some dark eyeshadow
apply eye makeup,0,primer is applied
apply eye makeup,0,put away their makeup and close their bag
apply eye makeup,0,put away their makeup kit
apply eye makeup,0,put on eyeliner and fill in their eyebrows
apply eye makeup,0,put on the eye shadow
apply eye makeup,0,put their makeup kit away
apply eye makeup,0,put them in before you start applying makeup
apply eye makeup,0,putting makeup on their eyelashes
apply eye makeup,0,putting on eyeliner
apply eye makeup,0,putting on eyeshadow
apply eye makeup,0,putting on mascara
apply eye makeup,0,ready to take on the day
apply eye makeup,0,remove concepts from sentence
apply eye makeup,0,remove concepts from sentence:
apply eye makeup,0,repeat on the other eye
apply eye makeup,0,satisfied with their look
apply eye makeup,0,satisfied with their makeup
apply eye makeup,0,"second, the individual must find a well-lit area to apply the makeup"
apply eye makeup,0,select eyeshadows in colors that complement your eyes
apply eye makeup,0,select the appropriate brush for the product they will be using
apply eye makeup,0,select the eyeshadow colors they want to use
apply eye makeup,0,select the right brush for the job
apply eye makeup,0,set it on the counter
apply eye makeup,0,share a photo with their friends
apply eye makeup,0,skip the false lashes
apply eye makeup,0,slightly thicker layer of makeup on the outer corner of the lower lid
apply eye makeup,0,smile at their reflection
apply eye makeup,0,smudge it
apply eye makeup,0,smudge the pencil liner with a cotton swab to blur
apply eye makeup,0,staring intently at their reflection
apply eye makeup,0,start applying makeup to their eyelids
apply eye makeup,0,start at the base and wiggle the brush as you move up
apply eye makeup,0,start by applying a light eyeshadow all over the lid
apply eye makeup,0,start by applying a primer to your eyelids to help the makeup
apply eye makeup,0,start by opening up their makeup kit
apply eye makeup,0,start by selecting the right products for your skin type
apply eye makeup,0,start by using a makeup brush to apply primer to their eyelids
apply eye makeup,0,start from the inner corner of the eye and work their way out
apply eye makeup,0,start with a clean face
apply eye makeup,0,start with a thin line and then thicken it as desired
apply eye makeup,0,start with a thin line close to the lash line and gradually make it thicker
apply eye makeup,0,starting with a light color and
apply eye makeup,0,step back and admire their work
apply eye makeup,0,step back and take a look at their reflection to make sure they're happy with the
apply eye makeup,0,step back and take a look at their work to make sure they are happy with the results
apply eye makeup,0,step back from the mirror to admire their work
apply eye makeup,0,step back to admire their handiwork
apply eye makeup,0,step back to check their work in a mirror
apply eye makeup,0,take a look in the mirror to make sure that everything looks good
apply eye makeup,0,take a step back and look in the mirror
apply eye makeup,0,take on the day with their beautiful eyes
apply eye makeup,0,take out their eye makeup
apply eye makeup,0,take out their eye shadow
apply eye makeup,0,take out their favorite eye shadow
apply eye makeup,0,take their time to make sure makeup looks perfect
apply eye makeup,0,they are using a brush to apply shadow to their eyelid
apply eye makeup,0,third eyeshadow color along the lash line
apply eye makeup,0,unscrews the lid of the makeup product
apply eye makeup,0,use a brush or their fingers to apply eyeshadow
apply eye makeup,0,use a brush or their fingers to apply the makeup to their eyelids
apply eye makeup,0,use a brush to apply a light eyeshadow all over the lid
apply eye makeup,0,use a brush to apply a light eyeshadow color all over your lid
apply eye makeup,0,use a brush to apply concealer under their eyes
apply eye makeup,0,use a brush to apply eyeliner to their lower lash line
apply eye makeup,0,use a brush to apply highlight to their brow bone
apply eye makeup,0,use a brush to apply mascara to the upper and lower lashes
apply eye makeup,0,use a brush to apply mascara to their lashes
apply eye makeup,0,use a brush to blend it outward
apply eye makeup,0,use a brush to blend the colors together
apply eye makeup,0,use a brush to blend the eyeliner
apply eye makeup,0,use a brush to blend the shadow
apply eye makeup,0,use a brush to smudge the eyeliner
apply eye makeup,0,"use a brush, sponge, or their fingers to apply the makeup"
apply eye makeup,0,use a cotton swab to clean up any excess makeup
apply eye makeup,0,use a cotton swab to clean up any mistakes
apply eye makeup,0,use a cotton swab to help remove any excess makeup
apply eye makeup,0,use a cotton swab to remove any excess eyeliner from their
apply eye makeup,0,use a cotton swab to smudge the eyeliner
apply eye makeup,0,use a cotton swab to smudge the liner
apply eye makeup,0,use a dark shade along the lash line
apply eye makeup,0,use a dark shade to define your outer v
apply eye makeup,0,use a darker eyeshadow color in the crease of their eyelid
apply eye makeup,0,use a darker eyeshadow color in the crease of your eye.
apply eye makeup,0,use a darker eyeshadow color on the outer corner of the eye and blend inward
apply eye makeup,0,use a darker eyeshadow to add depth and dimension
apply eye makeup,0,use a darker eyeshadow to create a smoky effect around their
apply eye makeup,0,use a darker shade in the crease of the eye for definition
apply eye makeup,0,use a darker shade in the crease of your eyelid
apply eye makeup,0,use a darker shade of eyeshadow in the crease of their eye
apply eye makeup,0,use a darker shade of makeup on the outer corner of the eye to create a
apply eye makeup,0,use a darker shade of shadow in the crease of the eye.
apply eye makeup,0,use a different brush to apply a darker shade in the crease of their eye
apply eye makeup,0,use a different brush to blend the eyeshadow
apply eye makeup,0,use a highlight shade under the brow bone
apply eye makeup,0,use a highlighting eyeshadow to brighten up their inner corner
apply eye makeup,0,use a larger brush to blend the shadow
apply eye makeup,0,use a light eyeshadow color on the inner corner of the eye and under the brow
apply eye makeup,0,use a light eyeshadow to create a base
apply eye makeup,0,use a light shade on the lid and a darker shade in the
apply eye makeup,0,use a lighter brush to apply a coat of mascara to their lashes
apply eye makeup,0,use a lighter eyeshadow to highlight the brow bone
apply eye makeup,0,use a lighter pencil on the inner lower lash line
apply eye makeup,0,use a liner to define the lash line and make the eyes look bigger
apply eye makeup,0,use a liquid eyeliner to line your upper
apply eye makeup,0,use a mascara to enhance the lashes
apply eye makeup,0,use a medium shade in the crease of the eye
apply eye makeup,0,use a pencil brush to apply a thin line of eyebrow pencil to their brows
apply eye makeup,0,use a pencil brush to apply eyeliner along their upper and lower lash lines
apply eye makeup,0,use a pencil or liquid eyeliner to create a winged or cat-eye
apply eye makeup,0,use a setting powder to help keep their makeup in place
apply eye makeup,0,use a slightly darker shade of eyeshadow to contour their eyelid
apply eye makeup,0,use a slightly thicker layer of makeup on the eyelid crease
apply eye makeup,0,use a small brush to apply a pink blush to their cheeks
apply eye makeup,0,use a small brush to apply a thin layer of dark makeup to the lower lid
apply eye makeup,0,use a small brush to apply a thin line of black eyeliner to their lower
apply eye makeup,0,use a small brush to apply highlight to their brow bone
apply eye makeup,0,use a small brush toapply shadow to their eyelids
apply eye makeup,0,use a smudge brush to blend the eyeliner
apply eye makeup,0,use a third eyeshadow color along your lower lash line
apply eye makeup,0,use an eyeliner pencil to draw a line along their upper lash line
apply eye makeup,0,use an eyeliner pencil to line your upper lashline
apply eye makeup,0,use an eyeliner to define the eyes
apply eye makeup,0,use an eyeshadow base to help your shadow stay in place
apply eye makeup,0,use an eyeshadow brush to apply a light eyeshadow color all over the lid
apply eye makeup,0,use an eyeshadow brush to apply a light eyeshadow color all over your lid
apply eye makeup,0,use an eyeshadow brush to apply eyeshadow in their desired colors
apply eye makeup,0,use an eyeshadow primer on their eyelids
apply eye makeup,0,use eyeliner to help define their eyes
apply eye makeup,0,use eyeshadow to help add depth and dimension
apply eye makeup,0,use liquid liner
apply eye makeup,0,use pencil or gel liner
apply eye makeup,0,use q-tip to smudge the liner
apply eye makeup,0,use spoolie brush to comb through their brows and shape them
apply eye makeup,0,use their finger to blend the product into the crease of the eyelid
apply eye makeup,0,use yet another brush to apply a highlight shade under their brow bone
apply eye makeup,0,uses brush to apply blush to their cheeks
apply eye makeup,0,uses brush to apply eyeshadow to their eyelids
apply eye makeup,0,uses smaller brush to apply product to lash line
apply eye makeup,0,using a brush or their fingers to apply the product to their eyelids
apply eye makeup,0,using a brush to apply highlight to their brow bone
apply eye makeup,0,using a brush to apply makeup
apply eye makeup,0,using a brush to apply shadow to their crease
apply eye makeup,0,"using a clean brush, they blend the two colors together"
apply eye makeup,0,using a cotton swab to clean up any mistakes
apply eye makeup,0,using a cotton swab to remove any excess makeup
apply eye makeup,0,using a cotton swab to remove any excess product
apply eye makeup,0,using a darker eyeshadow in the crease of their eye
apply eye makeup,0,using a different brush to apply liner to their lash line
apply eye makeup,0,using a different brush to apply mascara to their lashes
apply eye makeup,0,using a liquid eyeliner to line their lower lash line
apply eye makeup,0,using a makeup brush to apply makeup
apply eye makeup,0,using a makeup sponge to apply makeup
apply eye makeup,0,using a mascara wand to coat their lashes with mascara
apply eye makeup,0,using a pencil or brush to fill in their eyebrows
apply eye makeup,0,using a q-tip to clean up any mistakes
apply eye makeup,0,"using a slightly darker shade, apply a contouring eyeshadow color to the"
apply eye makeup,0,using a small brush to apply eyeliner to lash line
apply eye makeup,0,using an eye shadow brush to apply a light eyeshadow to their lid
apply eye makeup,0,various makeup products laid out in front of them
apply eye makeup,0,wash your face and hands with soap and water
apply eye makeup,0,wet your brush before applying shadow
apply lipstick,1,action
apply lipstick,1,action directly from the tube
apply lipstick,1,action directly to their lips
apply lipstick,1,"action in a fluid, sweeping motion to the rest of the top lip"
apply lipstick,1,action is a relatively simple process
apply lipstick,1,action to the center of your top lip and work your way out
apply lipstick,1,action to their lips
apply lipstick,1,"action to their top lip, starting in the center and moving outwards"
apply lipstick,1,"action to their top lip, then their bottom lip"
apply lipstick,1,admirable
apply lipstick,1,admiring their work
apply lipstick,1,admiring their work in a nearby mirror
apply lipstick,1,applied evenly
apply lipstick,1,"applied in a smooth, even layer"
apply lipstick,1,applied pressure to the lipstick
apply lipstick,1,applied the lipstick to her lips
apply lipstick,1,apply
apply lipstick,1,"apply a lip gloss, if desired"
apply lipstick,1,"apply a lip primer, if desired"
apply lipstick,1,apply a second layer if needed
apply lipstick,1,apply an even application
apply lipstick,1,apply lip balm or petroleum jelly to your lips if they are dry
apply lipstick,1,"apply lip gloss, if desired"
apply lipstick,1,apply more precisely
apply lipstick,1,apply some more if the color is not good
apply lipstick,1,applying a second layer if necessary
apply lipstick,1,applying lipstick
apply lipstick,1,applying lipstick in many different ways
apply lipstick,1,applying lipstick is a personal preference
apply lipstick,1,applying lipstick to their lips
apply lipstick,1,applying the lipstick to their lips
apply lipstick,1,begin by opening your lipstick
apply lipstick,1,blot the lips with a tissue
apply lipstick,1,blot your lips on a tissue
apply lipstick,1,blot your lips with a tissue
apply lipstick,1,both lips are covered in lipstick
apply lipstick,1,bring the lipstick to their lips
apply lipstick,1,bring the lipstick up their lips
apply lipstick,1,bringing the brush to their lips
apply lipstick,1,bringing the lipstick to their lips
apply lipstick,1,bringing the lipstick up to their lips
apply lipstick,1,capped the lipstick
apply lipstick,1,carefully applying the lipstick to their lips
apply lipstick,1,check teeth to make sure there is no lipstick on them
apply lipstick,1,check their reflection in a mirror
apply lipstick,1,check their teeth to make sure there's no lipstick on them
apply lipstick,1,checking appearance in the mirror
apply lipstick,1,checking for any smudges
apply lipstick,1,checking teeth to make sure there is no lipstick on them
apply lipstick,1,checking the final result in a mirror
apply lipstick,1,checking their lips in the mirror
apply lipstick,1,choose a lipstick color and outline the lips with the lip pencil
apply lipstick,1,choosing the right one can be a challenge
apply lipstick,1,"clean, exfoliated lips"
apply lipstick,1,close the lipstick and put it away
apply lipstick,1,close the lipstick and put it back in their purse
apply lipstick,1,close the lipstick and put it back on the table
apply lipstick,1,close the tube of lipstick and put it away
apply lipstick,1,close their lips and blot them lightly with a tissue
apply lipstick,1,close their lips and hold them together
apply lipstick,1,close their lips together
apply lipstick,1,close their mouth and use their bottom lip to rub the lipstick onto their top lip
apply lipstick,1,close their mouth and use their top lip to rub the lipstick onto their bottom lip
apply lipstick,1,close their top lip over their bottom lip to spread the color
apply lipstick,1,close your lips around the bullet
apply lipstick,1,close your lipstick
apply lipstick,1,color can be removed easily
apply lipstick,1,color can vary
apply lipstick,1,color does not bleed outside the lip line
apply lipstick,1,color does not bleed outside the lips
apply lipstick,1,color is even and consistent
apply lipstick,1,color is evenly applied across the lips
apply lipstick,1,color is evenly distributed on the lips
apply lipstick,1,color is rich and true-to-tone
apply lipstick,1,color lasts all day
apply lipstick,1,color lasts for a long time without fading
apply lipstick,1,color lasts for several hours without fading
apply lipstick,1,comfortable to wear
apply lipstick,1,complexion looks more even
apply lipstick,1,concentrate on getting an even layer of color
apply lipstick,1,dips their finger into the lipstick
apply lipstick,1,do it quickly
apply lipstick,1,do the same thing on their lower lip
apply lipstick,1,does not dry out the lips
apply lipstick,1,done applying lipstick
apply lipstick,1,drink and eat without the color smudging
apply lipstick,1,drink and eat without the lipstick smudging or transferring
apply lipstick,1,evenly distributed on your lips
apply lipstick,1,examined her lips in the mirror
apply lipstick,1,experiment with different shades and colors of lipstick to find the perfect look
apply lipstick,1,extract concepts from sentence
apply lipstick,1,extract concepts from sentence:
apply lipstick,1,eyes look brighter
apply lipstick,1,face looks more youthful
apply lipstick,1,feathering or bleeding
apply lipstick,1,fill in the lips
apply lipstick,1,fill in your entire lips
apply lipstick,1,fill in your lips
apply lipstick,1,"finally, the person may assess their work in a mirror and make any necessary adjustments"
apply lipstick,1,finish by applying lip gloss or a similar product
apply lipstick,1,finish with a clear or colored gloss
apply lipstick,1,finish with a lip gloss for extra shine
apply lipstick,1,finished
apply lipstick,1,flattering on the person's skin tone
apply lipstick,1,give themselves a quick kiss on the lips to seal in the color
apply lipstick,1,"gorgeous, kissable lips"
apply lipstick,1,happy
apply lipstick,1,head is tilted back
apply lipstick,1,"healthy, plump appearance"
apply lipstick,1,held a tube of lipstick in one hand and bringing it up to their
apply lipstick,1,hold the applicator to their lips
apply lipstick,1,hold the lipstick in between your thumb and index finger
